11.1628,15.5829
11.5258,16.9795
12.3223,16.4212
11.4219,17.0052
11.9632,16.5918
11.5781,16.4962
12.0331,16.7343
12.1843,15.5591
11.2949,16.5212
11.309,16.361
12.3284,16.5033
12.1322,15.8856
10.9142,17.057
11.5386,16.94
11.653,16.9934
10.9451,17.1695
11.9509,16.0428
11.1559,16.9552
11.8721,16.9378
11.6868,16.3385
12.0042,16.8726
12.0021,15.7105
12.3329,16.1501
11.6077,16.2455
12.307,16.2577
11.638,16.3082
11.4917,16.1755
12.4741,16.0828
11.0504,16.749
11.9482,16.3203
11.8752,16.1267
12.0894,16.3675
11.3805,16.7822
12.1794,15.8019
11.5656,13.9517
12.083,16.7374
11.6906,16.2304
12.4551,16.3153
11.5714,16.9328
12.264,16.2584
12.0333,16.4289
11.4888,16.4521
12.418,15.9054
10.9564,16.9325
11.3818,17.1561
11.6175,17.0125
12.2021,16.2293
11.0006,17.1756
11.7462,16.2595
12.4672,16.2792
11.1952,17.1696
11.2879,17.0947
12.4906,15.9745
11.8187,16.287
12.2585,16.4836
11.27,17.0224
11.8961,15.7345
11.9532,16.0845
10.9328,15.1779
11.0564,17.074
12.4194,16.27
11.0743,16.9698
11.8836,16.7297
12.3368,16.4399
10.8318,16.6301
12.1721,16.3095
11.6097,16.8081
11.9422,15.7248
11.7163,16.5846
12.108,16.1683
12.2632,15.9311
12.5046,16.1268
11.8356,16.1794
12.3556,16.3189
12.2304,16.6493
11.1951,16.9756
12.3966,16.3629
11.5509,17.085
11.2466,17.1521
12.1386,16.213
11.924,15.3967
12.1848,16.6589
11.6654,16.3794
12.3309,16.2267
11.3037,16.8646
11.2552,17.1055
11.0205,16.8333
12.376,15.6594
11.981,16.7263
11.6387,17.0483
12.3207,15.8434
11.8974,15.8811
11.7911,16.5225
11.8422,15.9454
11.9876,16.2038
10.9133,17.1048
12.0504,16.6611
12.1829,16.0302
11.257,16.43
12.0555,16.3281
11.6906,16.1331
12.2137,16.5867
12.2263,16.0737
12.3256,15.6484
11.6634,16.7779
11.2012,16.8168
11.4081,17.1117
9.97043,14.4634
11.2364,16.7634
11.3437,16.708
12.4643,15.9555
11.8382,16.4793
11.0511,17.1933
11.403,16.2541
12.0329,16.8121
11.2731,16.6302
11.5854,16.7146
11.9743,16.8708
11.7568,16.6645
10.9516,16.4697
12.2878,15.6063
11.9168,16.8215
12.0934,15.7389
11.7761,16.9635
12.4041,15.9874
12.1364,15.5411
12.1712,16.7044
11.8843,16.6425
11.847,16.3924
11.7938,16.9461
12.4986,16.2454
11.9141,16.0193
11.6411,16.7358
11.2834,16.9765
11.6678,16.0986
11.1574,17.1946
12.226,15.0586
11.1387,16.5829
12.0327,15.8423
11.6891,17.062
11.6313,16.1811
11.6246,16.0861
11.4319,16.5441
