# Input: C:/Users/Yanyan/Documents/Visual Studio 2013/Projects/StressTransGraphVis/data/fpga_dcop1220/fpga_dcop1220.txt
# Nodes: 1220    Edges: 2810
# Algoritm: Clauset-Newman-Moore
# Modularity: 0.864395
# Communities: 16
# NId CommunityId
223	0
0	0
226	0
233	0
1	0
236	0
240	0
2	0
241	0
227	0
3	0
234	0
237	0
238	0
243	0
4	0
248	0
225	0
5	0
231	0
232	0
235	0
239	0
245	0
246	0
247	0
6	0
229	0
249	0
224	0
228	0
242	0
244	0
230	0
250	0
1087	0
1088	0
1154	0
1155	0
251	1
7	1
254	1
252	1
257	1
258	1
253	1
255	1
256	1
222	1
1083	1
1084	1
1085	1
1086	1
1089	1
1090	1
1153	1
1156	1
1157	1
8	2
261	2
283	2
9	2
263	2
285	2
145	2
10	2
270	2
294	2
267	2
11	2
268	2
269	2
272	2
291	2
292	2
293	2
296	2
271	2
12	2
273	2
281	2
282	2
289	2
301	2
302	2
185	2
13	2
304	2
277	2
14	2
278	2
280	2
299	2
300	2
303	2
15	2
259	2
260	2
305	2
306	2
16	2
279	2
265	2
144	2
912	2
264	2
286	2
287	2
911	2
913	2
146	2
916	2
147	2
275	2
276	2
295	2
297	2
298	2
915	2
917	2
182	2
988	2
183	2
262	2
266	2
284	2
288	2
987	2
989	2
184	2
994	2
991	2
993	2
214	2
274	2
290	2
1051	2
1053	2
1091	2
1092	2
914	2
918	2
990	2
992	2
1052	2
1054	2
1158	2
1159	2
1135	2
1202	2
1144	2
1211	2
307	3
17	3
310	3
317	3
18	3
320	3
324	3
19	3
325	3
311	3
20	3
318	3
321	3
322	3
327	3
21	3
332	3
309	3
22	3
315	3
316	3
319	3
323	3
329	3
330	3
331	3
23	3
313	3
333	3
337	3
24	3
340	3
25	3
335	3
341	3
26	3
336	3
339	3
342	3
343	3
345	3
308	3
312	3
326	3
328	3
338	3
346	3
425	3
43	3
428	3
44	3
314	3
334	3
344	3
423	3
429	3
45	3
424	3
427	3
430	3
431	3
433	3
426	3
434	3
432	3
1093	3
1094	3
1095	3
1096	3
1101	3
1102	3
1160	3
1161	3
1162	3
1163	3
1168	3
1169	3
27	4
349	4
371	4
28	4
351	4
373	4
149	4
29	4
358	4
382	4
355	4
30	4
356	4
357	4
360	4
379	4
380	4
381	4
384	4
359	4
31	4
361	4
369	4
370	4
377	4
389	4
390	4
189	4
32	4
392	4
